transcriptID	geneID
Niben101Scf01799g02002.1	Niben101Scf01799g02002
Niben101Scf03772g00001.1	Niben101Scf03772g00001
Niben101Scf03772g01004.1	Niben101Scf03772g01004
Niben101Scf03772g01002.1	Niben101Scf03772g01002
Niben101Scf03772g02002.1	Niben101Scf03772g02002
Niben101Scf03772g02010.1	Niben101Scf03772g02010
Niben101Scf03772g02005.1	Niben101Scf03772g02005
Niben101Scf03772g02014.1	Niben101Scf03772g02014
Niben101Scf03772g02017.1	Niben101Scf03772g02017
Niben101Scf03772g03005.1	Niben101Scf03772g03005
Niben101Scf03772g04008.1	Niben101Scf03772g04008
Niben101Scf11169g00002.1	Niben101Scf11169g00002
Niben101Scf11169g00006.1	Niben101Scf11169g00006
Niben101Scf11169g00005.1	Niben101Scf11169g00005
Niben101Scf11169g00004.1	Niben101Scf11169g00004
Niben101Scf11169g00003.1	Niben101Scf11169g00003
Niben101Scf02711g00003.1	Niben101Scf02711g00003
Niben101Scf02323g00002.1	Niben101Scf02323g00002
Niben101Scf02323g01010.1	Niben101Scf02323g01010
Niben101Scf02323g01001.1	Niben101Scf02323g01001
Niben101Scf02323g02001.1	Niben101Scf02323g02001
Niben101Scf02323g02004.1	Niben101Scf02323g02004
Niben101Scf02323g02002.1	Niben101Scf02323g02002
Niben101Scf10390g00003.1	Niben101Scf10390g00003
Niben101Scf01228g01007.1	Niben101Scf01228g01007
Niben101Scf01228g01019.1	Niben101Scf01228g01019
Niben101Scf01228g02002.1	Niben101Scf01228g02002
Niben101Scf01228g02009.1	Niben101Scf01228g02009
Niben101Scf01228g02012.1	Niben101Scf01228g02012
Niben101Scf01228g02011.1	Niben101Scf01228g02011
Niben101Scf01228g02010.1	Niben101Scf01228g02010
Niben101Scf01228g04006.1	Niben101Scf01228g04006
Niben101Scf01228g04007.1	Niben101Scf01228g04007
Niben101Scf01323g02005.1	Niben101Scf01323g02005
Niben101Scf01323g03005.1	Niben101Scf01323g03005
Niben101Scf01323g03009.1	Niben101Scf01323g03009
Niben101Scf01323g03010.1	Niben101Scf01323g03010
Niben101Scf01323g04002.1	Niben101Scf01323g04002
Niben101Scf01323g05008.1	Niben101Scf01323g05008
Niben101Scf01323g05011.1	Niben101Scf01323g05011
Niben101Scf01323g05004.1	Niben101Scf01323g05004
Niben101Scf01323g05003.1	Niben101Scf01323g05003
Niben101Scf12868g00008.1	Niben101Scf12868g00008
Niben101Scf12868g00007.1	Niben101Scf12868g00007
Niben101Scf03944g00001.1	Niben101Scf03944g00001
Niben101Scf03944g02013.1	Niben101Scf03944g02013
Niben101Scf03944g02008.1	Niben101Scf03944g02008
Niben101Scf03944g02009.1	Niben101Scf03944g02009
Niben101Scf03944g02010.1	Niben101Scf03944g02010
Niben101Scf03944g02014.1	Niben101Scf03944g02014
Niben101Scf03944g02015.1	Niben101Scf03944g02015
Niben101Scf03944g03006.1	Niben101Scf03944g03006
Niben101Scf03944g03002.1	Niben101Scf03944g03002
Niben101Scf03944g04007.1	Niben101Scf03944g04007
Niben101Scf03944g04013.1	Niben101Scf03944g04013
Niben101Scf03944g04010.1	Niben101Scf03944g04010
Niben101Scf03944g04008.1	Niben101Scf03944g04008
Niben101Scf03944g05015.1	Niben101Scf03944g05015
Niben101Scf03944g05010.1	Niben101Scf03944g05010
Niben101Scf03944g05009.1	Niben101Scf03944g05009
Niben101Scf03944g05008.1	Niben101Scf03944g05008
Niben101Scf00824g00002.1	Niben101Scf00824g00002
Niben101Ctg14136g00001.1	Niben101Ctg14136g00001
Niben101Ctg15408g00004.1	Niben101Ctg15408g00004
Niben101Ctg15408g00005.1	Niben101Ctg15408g00005
Niben101Scf07932g00005.1	Niben101Scf07932g00005
Niben101Scf07932g00006.1	Niben101Scf07932g00006
Niben101Scf07115g00029.1	Niben101Scf07115g00029
Niben101Scf07115g00008.1	Niben101Scf07115g00008
Niben101Scf07115g00007.1	Niben101Scf07115g00007
Niben101Scf07115g00003.1	Niben101Scf07115g00003
Niben101Scf07115g00024.1	Niben101Scf07115g00024
Niben101Scf07115g00013.1	Niben101Scf07115g00013
Niben101Scf07115g00004.1	Niben101Scf07115g00004
Niben101Scf07462g00005.1	Niben101Scf07462g00005
Niben101Scf07462g01001.1	Niben101Scf07462g01001
Niben101Scf07462g01004.1	Niben101Scf07462g01004
Niben101Scf07462g01007.1	Niben101Scf07462g01007
Niben101Scf07462g01002.1	Niben101Scf07462g01002
Niben101Scf03737g01002.1	Niben101Scf03737g01002
Niben101Scf03737g02007.1	Niben101Scf03737g02007
Niben101Scf03737g02008.1	Niben101Scf03737g02008
Niben101Scf03737g02009.1	Niben101Scf03737g02009
Niben101Scf03737g03008.1	Niben101Scf03737g03008
Niben101Scf03737g04006.1	Niben101Scf03737g04006
Niben101Scf03737g04003.1	Niben101Scf03737g04003
Niben101Scf03737g04004.1	Niben101Scf03737g04004
Niben101Scf03737g06014.1	Niben101Scf03737g06014
Niben101Scf03737g06006.1	Niben101Scf03737g06006
Niben101Scf03737g06013.1	Niben101Scf03737g06013
Niben101Scf03737g06007.1	Niben101Scf03737g06007
Niben101Scf03737g06012.1	Niben101Scf03737g06012
Niben101Scf03737g06010.1	Niben101Scf03737g06010
Niben101Ctg15991g00003.1	Niben101Ctg15991g00003
Niben101Scf25181g00004.1	Niben101Scf25181g00004
Niben101Scf03001g00001.1	Niben101Scf03001g00001
Niben101Scf03450g00014.1	Niben101Scf03450g00014
Niben101Scf03450g00016.1	Niben101Scf03450g00016
Niben101Scf03450g00015.1	Niben101Scf03450g00015
Niben101Scf03450g00017.1	Niben101Scf03450g00017
Niben101Scf03450g02025.1	Niben101Scf03450g02025
Niben101Scf03450g02023.1	Niben101Scf03450g02023
Niben101Scf03450g02003.1	Niben101Scf03450g02003
Niben101Scf03450g02004.1	Niben101Scf03450g02004
Niben101Scf03450g02011.1	Niben101Scf03450g02011
Niben101Scf10595g00008.1	Niben101Scf10595g00008
Niben101Scf10595g00009.1	Niben101Scf10595g00009
Niben101Scf10595g00010.1	Niben101Scf10595g00010
Niben101Scf10595g01002.1	Niben101Scf10595g01002
Niben101Scf10595g01007.1	Niben101Scf10595g01007
Niben101Scf10595g01014.1	Niben101Scf10595g01014
Niben101Scf10595g01012.1	Niben101Scf10595g01012
Niben101Scf00298g00001.1	Niben101Scf00298g00001
Niben101Scf00298g00004.1	Niben101Scf00298g00004
Niben101Scf00298g01006.1	Niben101Scf00298g01006
Niben101Scf00298g02003.1	Niben101Scf00298g02003
Niben101Scf00298g02004.1	Niben101Scf00298g02004
Niben101Scf00298g02018.1	Niben101Scf00298g02018
Niben101Scf00298g02001.1	Niben101Scf00298g02001
Niben101Scf00298g02021.1	Niben101Scf00298g02021
Niben101Scf00298g02007.1	Niben101Scf00298g02007
Niben101Scf00298g02010.1	Niben101Scf00298g02010
Niben101Scf00298g02009.1	Niben101Scf00298g02009
Niben101Scf00298g02005.1	Niben101Scf00298g02005
Niben101Scf00298g02008.1	Niben101Scf00298g02008
Niben101Scf00298g03006.1	Niben101Scf00298g03006
Niben101Scf00298g03010.1	Niben101Scf00298g03010
Niben101Scf02790g00006.1	Niben101Scf02790g00006
Niben101Scf02790g00002.1	Niben101Scf02790g00002
Niben101Scf02790g01015.1	Niben101Scf02790g01015
Niben101Scf02790g01008.1	Niben101Scf02790g01008
Niben101Scf02790g01009.1	Niben101Scf02790g01009
Niben101Scf02790g01011.1	Niben101Scf02790g01011
Niben101Scf02790g01010.1	Niben101Scf02790g01010
Niben101Scf02790g02017.1	Niben101Scf02790g02017
Niben101Scf02790g02015.1	Niben101Scf02790g02015
Niben101Scf02790g02007.1	Niben101Scf02790g02007
Niben101Scf02790g02010.1	Niben101Scf02790g02010
Niben101Scf02790g03009.1	Niben101Scf02790g03009
Niben101Scf02790g03004.1	Niben101Scf02790g03004
Niben101Scf02790g03008.1	Niben101Scf02790g03008
Niben101Scf02790g03012.1	Niben101Scf02790g03012
Niben101Scf02790g03007.1	Niben101Scf02790g03007
Niben101Scf02790g04004.1	Niben101Scf02790g04004
Niben101Scf02790g04002.1	Niben101Scf02790g04002
Niben101Scf02790g05008.1	Niben101Scf02790g05008
Niben101Scf02790g05007.1	Niben101Scf02790g05007
Niben101Scf02790g05022.1	Niben101Scf02790g05022
Niben101Scf02790g05011.1	Niben101Scf02790g05011
Niben101Scf02790g05002.1	Niben101Scf02790g05002
Niben101Scf02790g05016.1	Niben101Scf02790g05016
Niben101Scf02790g05015.1	Niben101Scf02790g05015
Niben101Scf11569g00002.1	Niben101Scf11569g00002
Niben101Scf02009g00006.1	Niben101Scf02009g00006
Niben101Scf02009g00007.1	Niben101Scf02009g00007
Niben101Scf02009g01002.1	Niben101Scf02009g01002
Niben101Scf01738g02005.1	Niben101Scf01738g02005
Niben101Scf01738g02010.1	Niben101Scf01738g02010
Niben101Scf01738g02011.1	Niben101Scf01738g02011
Niben101Scf01738g04010.1	Niben101Scf01738g04010
Niben101Scf01738g04008.1	Niben101Scf01738g04008
Niben101Scf01738g04009.1	Niben101Scf01738g04009
Niben101Scf01738g05001.1	Niben101Scf01738g05001
Niben101Scf01738g05005.1	Niben101Scf01738g05005
Niben101Scf01738g06007.1	Niben101Scf01738g06007
Niben101Scf01738g06010.1	Niben101Scf01738g06010
Niben101Scf01738g06009.1	Niben101Scf01738g06009
Niben101Scf01738g06003.1	Niben101Scf01738g06003
Niben101Scf01738g07002.1	Niben101Scf01738g07002
Niben101Scf12941g00006.1	Niben101Scf12941g00006
Niben101Scf12941g00007.1	Niben101Scf12941g00007
Niben101Scf12941g01003.1	Niben101Scf12941g01003
Niben101Scf03047g00007.1	Niben101Scf03047g00007
Niben101Scf03047g01001.1	Niben101Scf03047g01001
Niben101Scf03047g01018.1	Niben101Scf03047g01018
Niben101Scf03047g01019.1	Niben101Scf03047g01019
Niben101Scf03047g01006.1	Niben101Scf03047g01006
Niben101Scf03047g01008.1	Niben101Scf03047g01008
Niben101Scf03047g01005.1	Niben101Scf03047g01005
Niben101Scf03047g01004.1	Niben101Scf03047g01004
Niben101Scf02913g00013.1	Niben101Scf02913g00013
Niben101Scf02913g00012.1	Niben101Scf02913g00012
Niben101Scf02913g00014.1	Niben101Scf02913g00014
Niben101Scf02913g00010.1	Niben101Scf02913g00010
Niben101Scf02913g00028.1	Niben101Scf02913g00028
Niben101Scf02913g00006.1	Niben101Scf02913g00006
Niben101Scf02913g00018.1	Niben101Scf02913g00018
Niben101Scf02913g00030.1	Niben101Scf02913g00030
Niben101Scf02913g00011.1	Niben101Scf02913g00011
Niben101Scf05645g00005.1	Niben101Scf05645g00005
Niben101Scf05645g00006.1	Niben101Scf05645g00006
Niben101Scf05645g01004.1	Niben101Scf05645g01004
Niben101Scf05645g03007.1	Niben101Scf05645g03007
Niben101Scf05645g03006.1	Niben101Scf05645g03006
Niben101Scf05645g03016.1	Niben101Scf05645g03016
Niben101Scf05645g04001.1	Niben101Scf05645g04001
Niben101Scf05645g05007.1	Niben101Scf05645g05007
Niben101Scf05645g05004.1	Niben101Scf05645g05004
Niben101Scf05645g05009.1	Niben101Scf05645g05009
Niben101Scf05645g05010.1	Niben101Scf05645g05010
Niben101Scf05645g05008.1	Niben101Scf05645g05008
Niben101Scf05645g06005.1	Niben101Scf05645g06005
Niben101Scf05645g06007.1	Niben101Scf05645g06007
Niben101Scf05645g07012.1	Niben101Scf05645g07012
Niben101Scf05645g07006.1	Niben101Scf05645g07006
Niben101Scf05645g08004.1	Niben101Scf05645g08004
Niben101Scf05645g08005.1	Niben101Scf05645g08005
Niben101Scf03226g00003.1	Niben101Scf03226g00003
Niben101Scf03226g01002.1	Niben101Scf03226g01002
Niben101Scf03226g01001.1	Niben101Scf03226g01001
Niben101Scf03226g01004.1	Niben101Scf03226g01004
Niben101Scf03226g01003.1	Niben101Scf03226g01003
Niben101Scf03226g02007.1	Niben101Scf03226g02007
Niben101Scf03226g03002.1	Niben101Scf03226g03002
Niben101Scf03226g03006.1	Niben101Scf03226g03006
Niben101Scf03226g03008.1	Niben101Scf03226g03008
Niben101Scf03226g04010.1	Niben101Scf03226g04010
Niben101Scf03226g04021.1	Niben101Scf03226g04021
Niben101Scf03226g04030.1	Niben101Scf03226g04030
Niben101Scf03226g04018.1	Niben101Scf03226g04018
Niben101Scf03226g04003.1	Niben101Scf03226g04003
Niben101Scf03226g04024.1	Niben101Scf03226g04024
Niben101Scf03226g04014.1	Niben101Scf03226g04014
Niben101Scf03226g04016.1	Niben101Scf03226g04016
Niben101Scf11178g00001.1	Niben101Scf11178g00001
Niben101Scf11178g01008.1	Niben101Scf11178g01008
Niben101Scf11178g01004.1	Niben101Scf11178g01004
Niben101Scf11178g01001.1	Niben101Scf11178g01001
Niben101Scf11178g01003.1	Niben101Scf11178g01003
Niben101Scf11178g01005.1	Niben101Scf11178g01005
Niben101Scf11178g01002.1	Niben101Scf11178g01002
Niben101Scf11178g02001.1	Niben101Scf11178g02001
Niben101Scf11178g02004.1	Niben101Scf11178g02004
Niben101Scf11178g02005.1	Niben101Scf11178g02005
Niben101Scf11178g02003.1	Niben101Scf11178g02003
Niben101Scf11178g02002.1	Niben101Scf11178g02002
Niben101Scf39487g00004.1	Niben101Scf39487g00004
Niben101Scf00959g00013.1	Niben101Scf00959g00013
Niben101Scf00959g00012.1	Niben101Scf00959g00012
Niben101Scf00959g00019.1	Niben101Scf00959g00019
Niben101Scf00959g00018.1	Niben101Scf00959g00018
Niben101Scf00959g00017.1	Niben101Scf00959g00017
Niben101Scf00959g00002.1	Niben101Scf00959g00002
Niben101Scf00959g00020.1	Niben101Scf00959g00020
Niben101Scf03805g00012.1	Niben101Scf03805g00012
Niben101Scf03805g00002.1	Niben101Scf03805g00002
Niben101Scf03805g00011.1	Niben101Scf03805g00011
Niben101Scf03805g01001.1	Niben101Scf03805g01001
Niben101Scf03805g01010.1	Niben101Scf03805g01010
Niben101Scf03805g01004.1	Niben101Scf03805g01004
Niben101Scf03805g01005.1	Niben101Scf03805g01005
Niben101Scf03805g01007.1	Niben101Scf03805g01007
Niben101Scf03805g01006.1	Niben101Scf03805g01006
Niben101Scf01514g00004.1	Niben101Scf01514g00004
Niben101Scf01514g01002.1	Niben101Scf01514g01002
Niben101Scf01514g02006.1	Niben101Scf01514g02006
Niben101Scf01514g03005.1	Niben101Scf01514g03005
Niben101Scf01514g03006.1	Niben101Scf01514g03006
Niben101Scf01514g03007.1	Niben101Scf01514g03007
Niben101Scf01514g04010.1	Niben101Scf01514g04010
Niben101Scf01514g04022.1	Niben101Scf01514g04022
Niben101Scf01514g04024.1	Niben101Scf01514g04024
Niben101Scf01514g04018.1	Niben101Scf01514g04018
Niben101Scf01514g04014.1	Niben101Scf01514g04014
Niben101Scf01514g04017.1	Niben101Scf01514g04017
Niben101Scf01514g05003.1	Niben101Scf01514g05003
Niben101Scf01514g07002.1	Niben101Scf01514g07002
Niben101Scf05959g00008.1	Niben101Scf05959g00008
Niben101Scf05959g00016.1	Niben101Scf05959g00016
Niben101Scf05959g00007.1	Niben101Scf05959g00007
Niben101Scf05959g00009.1	Niben101Scf05959g00009
Niben101Scf05959g01004.1	Niben101Scf05959g01004
Niben101Scf05959g01005.1	Niben101Scf05959g01005
Niben101Scf10250g00008.1	Niben101Scf10250g00008
Niben101Scf10250g00003.1	Niben101Scf10250g00003
Niben101Scf18726g00001.1	Niben101Scf18726g00001
Niben101Ctg14099g00002.1	Niben101Ctg14099g00002
Niben101Scf17339g00003.1	Niben101Scf17339g00003
Niben101Scf17339g00004.1	Niben101Scf17339g00004
Niben101Scf17339g00005.1	Niben101Scf17339g00005
Niben101Ctg16424g00003.1	Niben101Ctg16424g00003
Niben101Ctg14706g00003.1	Niben101Ctg14706g00003
Niben101Scf03953g00001.1	Niben101Scf03953g00001
Niben101Scf03953g01007.1	Niben101Scf03953g01007
Niben101Scf03953g02019.1	Niben101Scf03953g02019
Niben101Scf03953g02018.1	Niben101Scf03953g02018
Niben101Scf03953g02014.1	Niben101Scf03953g02014
Niben101Scf03953g02015.1	Niben101Scf03953g02015
Niben101Scf03953g02017.1	Niben101Scf03953g02017
Niben101Scf03953g03019.1	Niben101Scf03953g03019
Niben101Scf03953g03021.1	Niben101Scf03953g03021
Niben101Scf03953g03003.1	Niben101Scf03953g03003
Niben101Scf03953g03001.1	Niben101Scf03953g03001
Niben101Scf03953g03024.1	Niben101Scf03953g03024
Niben101Scf03953g03023.1	Niben101Scf03953g03023
Niben101Scf03953g04001.1	Niben101Scf03953g04001
Niben101Scf03953g06002.1	Niben101Scf03953g06002
Niben101Scf03953g06003.1	Niben101Scf03953g06003
Niben101Scf03953g06016.1	Niben101Scf03953g06016
Niben101Scf03953g06021.1	Niben101Scf03953g06021
Niben101Scf07146g00008.1	Niben101Scf07146g00008
Niben101Scf07146g00007.1	Niben101Scf07146g00007
Niben101Scf07146g00005.1	Niben101Scf07146g00005
Niben101Scf00080g00010.1	Niben101Scf00080g00010
Niben101Scf00080g00001.1	Niben101Scf00080g00001
Niben101Scf00080g01007.1	Niben101Scf00080g01007
Niben101Scf00080g02007.1	Niben101Scf00080g02007
Niben101Scf00080g02004.1	Niben101Scf00080g02004
Niben101Scf00080g04001.1	Niben101Scf00080g04001
Niben101Scf00080g04007.1	Niben101Scf00080g04007
Niben101Scf00080g04013.1	Niben101Scf00080g04013
Niben101Scf00080g04011.1	Niben101Scf00080g04011
Niben101Scf00080g04008.1	Niben101Scf00080g04008
Niben101Scf00080g05005.1	Niben101Scf00080g05005
Niben101Scf00080g05002.1	Niben101Scf00080g05002
Niben101Scf00080g05006.1	Niben101Scf00080g05006
Niben101Scf01338g00002.1	Niben101Scf01338g00002
Niben101Scf01338g02001.1	Niben101Scf01338g02001
Niben101Scf01338g02005.1	Niben101Scf01338g02005
Niben101Scf01338g03017.1	Niben101Scf01338g03017
Niben101Scf01338g03011.1	Niben101Scf01338g03011
Niben101Scf01338g03019.1	Niben101Scf01338g03019
Niben101Scf01338g04002.1	Niben101Scf01338g04002
Niben101Scf01338g04003.1	Niben101Scf01338g04003
Niben101Scf01338g04001.1	Niben101Scf01338g04001
Niben101Scf01338g05001.1	Niben101Scf01338g05001
Niben101Scf01338g05012.1	Niben101Scf01338g05012
Niben101Scf01338g06004.1	Niben101Scf01338g06004
Niben101Scf01338g07002.1	Niben101Scf01338g07002
Niben101Scf39312g00001.1	Niben101Scf39312g00001
Niben101Scf02791g01002.1	Niben101Scf02791g01002
Niben101Scf02791g01001.1	Niben101Scf02791g01001
Niben101Scf02791g01005.1	Niben101Scf02791g01005
Niben101Scf02791g01006.1	Niben101Scf02791g01006
Niben101Scf02791g01003.1	Niben101Scf02791g01003
Niben101Scf17535g00001.1	Niben101Scf17535g00001
Niben101Scf00407g01008.1	Niben101Scf00407g01008
Niben101Scf00407g01011.1	Niben101Scf00407g01011
Niben101Scf08470g00002.1	Niben101Scf08470g00002
Niben101Scf08470g01001.1	Niben101Scf08470g01001
Niben101Scf08470g02002.1	Niben101Scf08470g02002
Niben101Scf08470g03007.1	Niben101Scf08470g03007
Niben101Scf08470g03008.1	Niben101Scf08470g03008
Niben101Scf08470g03006.1	Niben101Scf08470g03006
Niben101Scf08470g03005.1	Niben101Scf08470g03005
Niben101Scf08470g05003.1	Niben101Scf08470g05003
Niben101Scf08470g05002.1	Niben101Scf08470g05002
Niben101Scf08470g06001.1	Niben101Scf08470g06001
Niben101Scf08470g06013.1	Niben101Scf08470g06013
Niben101Scf08470g06007.1	Niben101Scf08470g06007
Niben101Scf08470g06005.1	Niben101Scf08470g06005
Niben101Scf08470g06024.1	Niben101Scf08470g06024
Niben101Scf00925g00005.1	Niben101Scf00925g00005
Niben101Scf00925g00006.1	Niben101Scf00925g00006
Niben101Scf00925g00003.1	Niben101Scf00925g00003
Niben101Scf00925g01003.1	Niben101Scf00925g01003
Niben101Scf00925g01002.1	Niben101Scf00925g01002
Niben101Scf00925g02002.1	Niben101Scf00925g02002
Niben101Scf00925g02012.1	Niben101Scf00925g02012
Niben101Scf05018g00001.1	Niben101Scf05018g00001
Niben101Scf05018g00002.1	Niben101Scf05018g00002
Niben101Scf05018g01003.1	Niben101Scf05018g01003
Niben101Scf05018g02003.1	Niben101Scf05018g02003
Niben101Scf05018g04003.1	Niben101Scf05018g04003
Niben101Scf36042g00001.1	Niben101Scf36042g00001
Niben101Scf36042g00007.1	Niben101Scf36042g00007
Niben101Scf36042g00006.1	Niben101Scf36042g00006
Niben101Scf07162g00002.1	Niben101Scf07162g00002
Niben101Scf07162g00007.1	Niben101Scf07162g00007
Niben101Scf07162g01008.1	Niben101Scf07162g01008
Niben101Scf07162g01002.1	Niben101Scf07162g01002
Niben101Scf07162g01018.1	Niben101Scf07162g01018
Niben101Scf07162g01016.1	Niben101Scf07162g01016
Niben101Scf07162g01030.1	Niben101Scf07162g01030
Niben101Scf07162g01004.1	Niben101Scf07162g01004
Niben101Scf07162g02006.1	Niben101Scf07162g02006
Niben101Scf07162g02009.1	Niben101Scf07162g02009
Niben101Scf07162g03019.1	Niben101Scf07162g03019
Niben101Scf07162g03016.1	Niben101Scf07162g03016
Niben101Scf07162g03025.1	Niben101Scf07162g03025
Niben101Scf07162g03026.1	Niben101Scf07162g03026
Niben101Scf07162g03013.1	Niben101Scf07162g03013
Niben101Scf07162g03029.1	Niben101Scf07162g03029
Niben101Scf07162g03020.1	Niben101Scf07162g03020
Niben101Scf07162g03014.1	Niben101Scf07162g03014
Niben101Scf07162g03015.1	Niben101Scf07162g03015
Niben101Scf07162g03018.1	Niben101Scf07162g03018
Niben101Scf07162g04010.1	Niben101Scf07162g04010
Niben101Scf07162g04014.1	Niben101Scf07162g04014
Niben101Scf07162g04012.1	Niben101Scf07162g04012
Niben101Scf07162g04017.1	Niben101Scf07162g04017
Niben101Scf07162g05028.1	Niben101Scf07162g05028
Niben101Scf07162g05013.1	Niben101Scf07162g05013
Niben101Scf07162g05029.1	Niben101Scf07162g05029
Niben101Scf07162g05019.1	Niben101Scf07162g05019
Niben101Scf07162g05014.1	Niben101Scf07162g05014
Niben101Scf07162g05035.1	Niben101Scf07162g05035
Niben101Scf07162g05024.1	Niben101Scf07162g05024
Niben101Scf07162g05018.1	Niben101Scf07162g05018
Niben101Scf07162g05016.1	Niben101Scf07162g05016
Niben101Scf01908g00007.1	Niben101Scf01908g00007
Niben101Scf01908g00003.1	Niben101Scf01908g00003
Niben101Scf01908g01003.1	Niben101Scf01908g01003
Niben101Scf01908g01004.1	Niben101Scf01908g01004
Niben101Scf01908g02003.1	Niben101Scf01908g02003
Niben101Ctg08121g00003.1	Niben101Ctg08121g00003
Niben101Scf34305g00007.1	Niben101Scf34305g00007
Niben101Scf34305g00012.1	Niben101Scf34305g00012
Niben101Scf34305g00006.1	Niben101Scf34305g00006
Niben101Scf34305g00009.1	Niben101Scf34305g00009
Niben101Scf00081g00010.1	Niben101Scf00081g00010
Niben101Scf00081g00011.1	Niben101Scf00081g00011
Niben101Scf34287g00008.1	Niben101Scf34287g00008
Niben101Scf34287g00002.1	Niben101Scf34287g00002
Niben101Scf34287g00006.1	Niben101Scf34287g00006
Niben101Scf19458g00007.1	Niben101Scf19458g00007
Niben101Scf19458g00004.1	Niben101Scf19458g00004
Niben101Scf19458g00010.1	Niben101Scf19458g00010
Niben101Scf09438g00002.1	Niben101Scf09438g00002
Niben101Ctg09569g00003.1	Niben101Ctg09569g00003
Niben101Scf06058g00015.1	Niben101Scf06058g00015
Niben101Scf06058g00023.1	Niben101Scf06058g00023
Niben101Scf06058g00014.1	Niben101Scf06058g00014
Niben101Scf06058g00017.1	Niben101Scf06058g00017
Niben101Scf06058g00025.1	Niben101Scf06058g00025
Niben101Scf06058g00016.1	Niben101Scf06058g00016
Niben101Scf06058g00028.1	Niben101Scf06058g00028
Niben101Scf02680g00003.1	Niben101Scf02680g00003
Niben101Scf02680g00004.1	Niben101Scf02680g00004
Niben101Scf02680g01005.1	Niben101Scf02680g01005
Niben101Scf02680g01006.1	Niben101Scf02680g01006
Niben101Scf02680g01004.1	Niben101Scf02680g01004
Niben101Scf02680g02019.1	Niben101Scf02680g02019
Niben101Scf02680g02021.1	Niben101Scf02680g02021
Niben101Scf02680g02016.1	Niben101Scf02680g02016
Niben101Scf02680g02015.1	Niben101Scf02680g02015
Niben101Scf02249g00006.1	Niben101Scf02249g00006
Niben101Scf02249g00011.1	Niben101Scf02249g00011
Niben101Scf02249g00012.1	Niben101Scf02249g00012
Niben101Scf02249g00013.1	Niben101Scf02249g00013
Niben101Scf02249g00014.1	Niben101Scf02249g00014
Niben101Scf02249g01013.1	Niben101Scf02249g01013
Niben101Scf02249g01017.1	Niben101Scf02249g01017
Niben101Scf02249g01023.1	Niben101Scf02249g01023
Niben101Scf02249g01015.1	Niben101Scf02249g01015
Niben101Scf02249g01014.1	Niben101Scf02249g01014
Niben101Scf02249g02012.1	Niben101Scf02249g02012
Niben101Scf02249g02011.1	Niben101Scf02249g02011
Niben101Scf02249g02001.1	Niben101Scf02249g02001
Niben101Scf02249g02002.1	Niben101Scf02249g02002
Niben101Scf02249g03001.1	Niben101Scf02249g03001
Niben101Scf02249g03014.1	Niben101Scf02249g03014
Niben101Scf02249g03002.1	Niben101Scf02249g03002
Niben101Scf02249g03015.1	Niben101Scf02249g03015
Niben101Scf02249g04007.1	Niben101Scf02249g04007
Niben101Scf02249g04006.1	Niben101Scf02249g04006
Niben101Scf02249g05011.1	Niben101Scf02249g05011
Niben101Scf02249g05013.1	Niben101Scf02249g05013
Niben101Scf02249g05012.1	Niben101Scf02249g05012
Niben101Scf02249g06009.1	Niben101Scf02249g06009
Niben101Scf06987g00001.1	Niben101Scf06987g00001
Niben101Scf06987g01001.1	Niben101Scf06987g01001
Niben101Scf06987g01003.1	Niben101Scf06987g01003
Niben101Scf33454g00015.1	Niben101Scf33454g00015
Niben101Scf33454g00008.1	Niben101Scf33454g00008
Niben101Scf33454g00007.1	Niben101Scf33454g00007
Niben101Scf07161g00011.1	Niben101Scf07161g00011
Niben101Scf07161g00017.1	Niben101Scf07161g00017
Niben101Scf02539g00005.1	Niben101Scf02539g00005
Niben101Scf02539g00001.1	Niben101Scf02539g00001
Niben101Scf02539g01001.1	Niben101Scf02539g01001
Niben101Scf02659g01005.1	Niben101Scf02659g01005
Niben101Scf02659g02013.1	Niben101Scf02659g02013
Niben101Scf02659g02009.1	Niben101Scf02659g02009
Niben101Scf02659g02001.1	Niben101Scf02659g02001
Niben101Scf02659g02016.1	Niben101Scf02659g02016
Niben101Scf06123g00002.1	Niben101Scf06123g00002
Niben101Scf06123g01020.1	Niben101Scf06123g01020
Niben101Scf06123g01018.1	Niben101Scf06123g01018
Niben101Scf06123g01025.1	Niben101Scf06123g01025
Niben101Scf06123g01019.1	Niben101Scf06123g01019
Niben101Scf06123g01021.1	Niben101Scf06123g01021
Niben101Scf06123g02008.1	Niben101Scf06123g02008
Niben101Scf06123g03010.1	Niben101Scf06123g03010
Niben101Scf06123g03004.1	Niben101Scf06123g03004
Niben101Scf06123g04002.1	Niben101Scf06123g04002
Niben101Scf06123g04010.1	Niben101Scf06123g04010
Niben101Scf06123g04007.1	Niben101Scf06123g04007
Niben101Scf06123g05006.1	Niben101Scf06123g05006
Niben101Scf06123g05003.1	Niben101Scf06123g05003
Niben101Scf06123g06003.1	Niben101Scf06123g06003
Niben101Scf06123g07001.1	Niben101Scf06123g07001
Niben101Scf05734g00013.1	Niben101Scf05734g00013
Niben101Scf05734g00007.1	Niben101Scf05734g00007
Niben101Scf05734g00008.1	Niben101Scf05734g00008
Niben101Scf05734g00009.1	Niben101Scf05734g00009
Niben101Scf09698g00001.1	Niben101Scf09698g00001
Niben101Scf09698g00005.1	Niben101Scf09698g00005
Niben101Scf09698g00024.1	Niben101Scf09698g00024
